Teks Asli;Prediksi Lexicon
enak skali dipakai sehari-hari. Warna nya cocok pakai ootd apa aja, semuanya masuk. Cocok bngt dipakai kemana man, udah nyaman, simple, kualitas oke. Semuanya sudah sangat oke sekali. Bentar lagi menjelang natal jadi cocok buat ibadah natal yang rata rata temanya kalau engga merah ya hijau.;senang
bagus di pake nyaman ukuran jg pas,semoga awet aja cintai produk lokal;senang
"Bentuk dan ukuran: Ok big size nya bagus
Aroma: Untuk aroma nya kok berdebu banget yahh? Padahal ini barang baruu, apa gegara diskon jadi kek gini?
Warna: Warna ok, tetapi tolong yang rapi dong masa bekas lem nya keliatan bgt yahhh kurang tapiii, dan telapak nya berdebu bgt kaya bekas di pake atau gmn ni
Flash sale nya jgn gini dong";senang
Sepatunya nyaman. Bahannya berkualitas. Ukuran sesuai.;senang
Ukuran pas, warna bagus;senang
Sepatunya nyaman Desainnya keren 👍 Mantap modelnya 👟 Ukuran sesuai Bahannya berkualitas;senang
barang bagus, enak di pakai dan harga terjangkau;senang
barang sampai dengan baik, penjual responsif;senang
Desainnya keren 👍. Sepatunya nyaman. Bahannya berkualitas.;senang
Keren euy 😁 jahitan rapi, jadi pede dipake keluar rumah 😆;senang
kualitas sih bagus tapi packing nya ancur bet 🙃 udah gtu pengiriman nya lama yahh ekspedisi entar aja udah gk aneh sih. lain kali pakcing nya di double yah biar kagak ancur;senang
Sepatunya keceee.... Size 39 sedikit kebesaran buat cewe ya, better pakai 1 nomor lebih kecil untuk jenis canvas sneakers kaya gini..;senang
"pros: estetik, sesuai deskripsi (ga ada proses lem di sol luar, jadi rapi finishingnya)
cons: somehow sol dalemnya terlihat ""rentan"" terhadap air (mengingatkan saya dengan harganya), box sepatunya litereli dari kardus yg bahannya sama kyk kardus aqua-_-

P.S. recommended kalau kalian cari sepatu estetik dan murah, pemakaian jangan terlalu barbar.

Tambahan:  saya hanya kasih foto kardusnya aja karena sepatunya udh oke banget! (di foto ada 2 kardus, saya sekalian beli sendal ceilo putih dan sendalnya sangat rekomended!!!)";senang
"mantap semoga awet....
sizenya 42 aga kecil yahhh tapi overall lokal tak gentarr....";senang
Barang nya bagus gak ada cacat sama sekali 👍👍👍;senang
"Rp 100.000 auto keluar kantong tanpa pikir panjang dan iklas gitu liat hastag nya yang ngeGEMESIN ditambah designnya yang aduhai mempesona.. 
√√ salut buat AERO 😎 🍻

#LOKALTAKGENTAR ✊

makasih banyak, bro..tinggal no 38 yang warna Navy nih kalo stok udah ready 😁";senang
bahannya cukupp bagus menurut saya pribadi diharga seginii, tetapi ada minusnya dari pengirimannya yg h+1 sampenya, dan juga tadi ada kesalahan kurir dlm mengdrop paket saya dirumah org lainn. lainnya bagus semua utk sepatu lokal menurut pribadi berkualitas sepatunya.;senang
mantap..pengiriman cepat..kualitas sepatu tidak diragukan lagi..thanks aerostreet;sedih
"Bagus cuman ga sesuai pesanan 
Dan stock lama yang merah warnanya udah kekuningan";senang
Beli satu dapat satu. Size 39 terakhir cuma sepasang. Beli deh..mudah mudahan awet. Beli karenamurah. Ygdi rumah juga belum dipakai. Masih di kerdus tersegel.😅;senang
harga murah barang berkelas, pokoknya keren dah...;senang
mantap cocok utk sepatu anak bahan bagus semoga awet;senang
Respon, pelayanan terbaik. Kualitas OK banget!;senang
Barang bagus seperti biasanya, udah beberapa kali beli aerostreet belum pernah kecewa;senang
kualitas barang dengan harga segini cukup memuaskan;senang
Barang bagus kondisinya, tidak ada detail yg cacat. Mantap #lokaltakgentar;senang
mantap sesuai pesanan, semoga awet seperti model lainnya;senang
cepat pengiriman nya..sepatunya keren..mantap..akhirnya dapat jg nomer besar🥰.#lokaltakgentar..terimakasih;senang
agak ngaret ngirimnya karna jauh tapi aerostreet bagus² aja sih;senang
"mantap lahh...
keren,bahan bagus.. semoga awet 😁";senang
Alhamdulillah paket sudah sampai.. Kerenn banget nih cakepp jhoose high nyaa sukak;senang
Sepatunya sudah nyampek sepatunya bgus dpat haraga murah lagi;senang
Sukak pas dikaki,,mantul harga terjangkau;senang
keren modelnya, barang sampai dengan aman dan cepat. saya sudah langganan aerostreet dari dulu. dan memang produk aerostreet tidak pernah mengecewakan;senang
eli karna b1g1. wowowowoowowowowoowowowowowowo;netral
Mntp Barang sesuai datang nya cepet;senang
Barang nya mantap realpic,recomend deh;senang
keren, sesuai ekspektasi. lem rapih;senang
Best the best brang nya sngt gk mengecewakan;senang
Puas dengan sepatunya rapi semuamya..👍👍👍;senang
kurang 1 kaos kakinya mana? di halamannya gratis kaos kaki;netral
Sampai tepat waktu, anak gw suka banget 😁, thanks ya;senang
pilih merah dikirim hitam, pilih ukuran 42 dikirim 43.... tolong qc di double check sebelum pengiriman;netral
tanpa gua ksh foto, kalian bisa rasakan sendiri kualitasnya, jujur, ini pembelian pertama gua dan masyaalloh,, luar biasa,, maju terus kawan,, sukses selalu,, cinta produk indonesia;senang
Mantap modelnya 👟. Desainnya keren 👍.;senang
buat harga segitu barangnya oke banget;netral
Sesuai deskripsi, free ongkir prosesnya jg cepat, dipake enak ga berat;senang
bahan bagus,warna cerah,kualitas sangat bagus,penjual ramah,packing aman rapi,recoment bgt blnj di toko ini.terima kasih sis;senang
Sepatunya nyaman. Bahannya berkualitas. Ukuran sesuai.;senang
mantap barang original, size sesuai dan yang paling penting semoga awet..;senang
barang sesuai, packing aman, seller ramah, pengiriman cepat;senang
Model sepatunya keren dan sesuai pesanan Terima kasih;senang
Pokoknya baguss banget gak mengecewakan, harganya murahh tapi kualitas nya ga murahan;netral
lama bangetttt pengirimanya, barang oke packaging hanya kemasan sekunder nya tidak ada buble warp nya;netral
barang sesuai deskripsi;senang
Mantap modelnya 👟. Bahannya berkualitas.;senang
seperti biasa, kualitas aerostreet bagus2, jadi jangan takut dengan kualitasnya.;senang
Aerostreet.. Bangkal belanja disini terus;senang
Mantap modelnya 👟. Desainnya keren 👍. Bahannya berkualitas. Ukuran sesuai.;senang
"Bentuk dan ukuran: Pas &bagus
Warna: Lumayan";senang
bagus,,puas ma barangnya,tp sayang pengiriman nya pake kurir anteraja gila,parah sih,ga bs di cek;senang
"mantap diapakainya nyaman...
kaki gak sakit....";senang
Modelnya keren pas dikaki next order lagi bang tengkyu;senang
kelasss banget kualitas sepatunya🥶😭😭 ukuranya juga pas🥶;netral
produk lokal mang mantep. cuma kurirnya lama. bintang 5 buat produknya.;senang
Packing kurang rapih, tingkatkan lagi respon sellernya iya;senang
sebaiknya di naikkan 1 nomor agar bs dipakai dg kaos kak;senang
Alhamdulillah sesuai ekspektasi suka banget sering2 discord ye....biar bisa cek out lg;senang
Barang nya good asli nya keren pake banget.mksh aerostreet;senang
Ni amanah dan cepet sekali datangnya, istimewa bgt;senang
keren sesuai gambar.. sayang pickup nya agak lama dari anter aja;senang
Ukuran sesuai. Desainnya keren 👍. talinya kurang satu😆;senang
Modelnya keren pas dikaki next order lagi bang tengkyu;senang
kelasss banget kualitas sepatunya🥶😭😭 ukuranya juga pas🥶;netral
produk lokal mang mantep. cuma kurirnya lama. bintang 5 buat produknya.;senang
Packing kurang rapih, tingkatkan lagi respon sellernya iya;senang
sebaiknya di naikkan 1 nomor agar bs dipakai dg kaos kak;senang
Alhamdulillah sesuai ekspektasi suka banget sering2 discord ye....biar bisa cek out lg;senang
Barang nya good asli nya keren pake banget.mksh aerostreet;senang
Ni amanah dan cepet sekali datangnya, istimewa bgt;senang
keren sesuai gambar.. sayang pickup nya agak lama dari anter aja;senang
Ukuran sesuai. Desainnya keren 👍. talinya kurang satu😆;senang
kecewa berat, beli dikasi barang yang berbeda, ending, tidak bisa retur. nga akan beli lagi.;marah
Ok ok ok ok ok ok ok ok ok;netral
mantap kali sepatunya , semoga awet ...;senang
Diterima dengan aman dan selamat;senang
Warna dari barang yang dikirim berbeda dengan pesanan;netral
De best;senang
Tapmantapmantapmantapbangetcooook;netral
barang diterima sesuai dengan pesanan, sukses selalu;senang
pesennya model high, gimana nih;senang
barang bagus;senang
"mantappppp lokal tak gentar aerostreet
udh order ke sekian kalinya";netral
Pembelian ke 3 di Aerostreet;netral
Bahan bagus nyaman di pakai;senang
tapin sih jahitannya;netral
Mantap sepatu nya jos lah pokoknya;senang
GOKS sesuai;senang
mantap;senang
Biarkan bintang 🌟 yang berbicara, thanks;senang
LOKAL TAK GENTAR.........;netral
Pesan ukuran 40 yang datang 41 hadeh;netral
Desainnya keren 👍. Ukuran sesuai.;senang
Biar bintang yang berkata ygyg😂✌️;senang
Seperti barang rejeck;netral
Bagus;senang
Box rada penyok gaezz....;netral
Bagus banget pas dikakikuu;senang
bagus..;senang
Kualitas oke;netral
Kecewa produk 1 nya ngk ada;marah
Worth it.;senang
Sepatunya nyaman.;senang
keren pokoknya udah order yg kesekian kali ini.. makasih, tetep keren ya;senang
38 25cm pas d kakiku;netral
Kereeennn...👍👍;netral
Kualitas OK.;netral
tidak ada ke cacata;netral
mantulll;netral
Sesuai orderan..terimakasih;senang
barang bagus;senang
sesuai ekspetasi;senang
Not Bad;netral
Bagus banget;senang
Ukuran sesuai.;senang
🔥;netral
Terima kasih paket nya sdh dtg;netral
barang sdh sampai, terima kasih;netral
mantap banget;senang
definitely will repurchase;netral
sepatunya mantab.  dan semoga awet;netral
Cakep gan;senang
bagus;senang
bagus;senang
oke bgt Thks;netral
bagus tawwa;senang
Good condition;senang
mantap;senang
mantap;senang
Mantap;senang
mantap;senang
Nicee;netral
Nicee;netral
Ini keren banget;senang
Ntap;netral
Worth it kuy.;senang
Pesen uk 40 yg dateng 41;netral
sesuai harga aja lah;senang
sangaaaaaarrrrrrrr pollll;netral
Top;netral
keren bgt;senang
lumayan lHh;senang
👍👍👍👍👍;netral
Guud;netral
puas utk pembelian yg kesekian kali;senang
kualitas bagus murah mantappp;senang
mantap;senang
Murah untuk harga segitu. Sepatu nyaman. Ukuran sesuai;senang
"#LokalTakGentar
produk original sesuai deskripsi dan gambar, kualitas mantap, toko official gak diragukan, pengiriman ok, packing ok ...";senang
"Real Pict

ini saya beli Aerostreet yang ke 9 kayanya ... 

Murah tapi Gak Murahan Broo..
mantapp Lokal Tak Gentar... 😎";senang
mungkin di bisa di perbaiki lagi bagian solnya soalnya kelihatan kurang kuat. tapi sisanya mantap;senang
mantaps sudah ke 100 kalinya😅🔥🔥;senang
barang mantul, pengiriman oke, kualitas tak perlu diragukan lagi, packing sangat rapih, selebihnya biar bintang yang berbicara;senang
untuk harga 100 ribuan, cukuo keren, enak juga di pakai. daripada beli kw mending beli yang ori Indo. #suportlocalbrand #lokaltakgentar;senang
"alhmdulillah akhirnya sepatunya sapai jugaa cepett bangett pengiriman nyaa huhu
dri Surakarta ke bekasi cmn 2hri 
rate sepatu🌟🌟🌟🌟🌟 
gilla sihh nih lokal brand terbaik yg pernah ada harga sesuai kantong pelajarr tapi high quality bener2 bakal beli seris yg lainnya juga sukses TERUS
AEROSTREET";senang
Selalu puas pokoknya. Harga ramah kualitas wuah. Mantap;senang
Barang bagus, desain bagus, insole kurang nyaman, tapi wajar sesuai harga.;senang
puas lah, mantab, sukses selalu aerostreet;senang
barang sampai sesuai estimasi yang ditemukan dan barang tidak mengecewakan kualitasnya;netral
Barang bagus.., sesuai pesanan;senang
jos;senang
bahan tidak mengecewakan;marah
"waaah sepatuny kereeeen utk harga segitu, pokoke Lokal Tak gentar !
mantaaaap dah...";netral
Nunggu 2D Reborn;netral
Cakep, tidak perlu diragukan lagi..;senang
gila bagus banget, rekomendasi buat sepatu lokal murah tapi gak murahan. lebih bagus cinta produk negri dari pada beli barang luar apalagi kw🔥 🔥 🔥;senang
lokal mantap;senang
Barang Keren dan Oke Harga Relatif Murah, worth to buy.. #lokaltakgentar;senang
pembelian yg kesekian kalinya. selalu puas. mantab;senang
mantaappp;netral
aerostreet emang mantaaappp;netral
Barangnya Bagus banget;senang
cukup baik. worth for price. ada minor defect : bekas lem/marking , toe cap agk kurang presisi. tp overall gk terlalu keliatan dan cukup rapih.;senang
mantap jiwa;senang
"Sangat..bagus..boss...ku
😍😍😍😍😍
nggak rugi ...lah!";netral
bintang ⭐⭐⭐⭐⭐ lah pokoknya;senang
Salah kirim;marah
proses & pengiriman cepat.. barang ok. mantap.. ini pembelian ke 3..;senang
mantaapp;netral
nice product, make local proud #lokaltakgentar;netral
bahan oke, tapi sayangnya yg ini seperti barang stok lama, bagian dalamnya kotor dan warnanya kusam;senang
"sukak banget banget banget ..
bakal jadi langganan inii 😍😍😍";senang
"barang nya sudah sampe
packing nya rapih
terimakasih";senang
cakeeepp benerrr lanjut order yellow haha😂😂;netral
"bagus siih, cuma gedean
padahal pernah beli dari aero nomor 38 muat, ini masih kegedean heheh";senang
Ga tau udah keberapa kalinya beli aerostreet, mungkin jadi kaya koleksi kali ya karena sepatu aerostreet semua :);netral
"barang datang tp g sesuai pesanan...pesan yg high dtg yg low...
gmn min?";senang
"cocok banget buat yg kakinya langsing & panjang. sizing aerostreet emang mending dinaikin 1 sih

kali ini dapet yg lemnya kurang kuat. blm dipakai pun udah sedikit mengelupas
sblmnya pernah beli jhosse high juga yg kuning tp lemnya yg itu masih kuat sampai skrg
tapi ya ttp keren laaah! 99,9k gitu lohhh";senang
sepatunya keren bgt. minus di pickup LAMA BGT sampe 4 hari;senang
keren produk lokal harga ramah dikantong ini orderan ke 7, bonus cashback dikumpulkan ehh bisa belanja sepatu lagi donk 😂😂😀,yg ke 7 ini nggak ada foto soalnya pesanan adek saya sampai dicoba langsung pakai;senang
Puas & Berkualitas...;senang
Udah gak keitung order, dan barangnya memuaskan, pengiriman juga cepat, Recommended pokoknya...;senang
Ga nyesel dan keren;senang
wes pokok e sepatune joss tenan ....;netral
over All good;senang
selalu puas beli disini;senang
😁👌🏻💯🇮🇩;netral
Sukaa 😍 pengirimannya cepat;senang
keren top bgt pokokny;senang
kiriman cepat, barang lumayan ok,, tanks;senang
Mantap. Barang sesuai pesanan. Kualitas no kaleng kaleng dan pesanan datang lebih cepat daripada estimasi. lope lope;senang
No complaint;netral
"mantap sih under 150K dapet sepatu sekeren ini❤
tapi sayang ukuran 42 nya kegedean:(";senang
produk oke;netral
Sepatunya nyaman. Desainnya keren 👍. Mantap modelnya 👟. Bahannya berkualitas. Proses pesanan cepat. Respon penjualnya top.;senang
Alhamdulillah sepatu sdh sampai Desainnya keren 👍. Sepatunya nyaman. terima kasih;senang
Sepatunya nyaman Mantap modelnya 👟 Bahannya berkualitas Proses pesanan cepat;senang
sepatunya bagus, tapi kardus nya tolong la jangan yang rusak² dikasih;netral
Sepatunya nyaman. Bahannya berkualitas. Ukuran sesuai. Packaging aman 🙏. Packaging rapi.;senang
Sepatunya nyaman. Bahannya berkualitas.;senang
Mantap modelnya 👟 Sepatunya nyaman;senang
lokaltakgentar;netral
Model bagus, sol ok, tapi in sol nya kok blm ada??;senang
mantap,cakep banget,kualitas jauh melebihi harga!bener bener worth with price!biasa pakai ukuran 42, tp disini 42 kerasa agak gedean,mungkin karena bahan kanvas,tp gpp masih bisa dipakein kaos kaki biar pas;senang
Sepatunya nyaman. Mantap modelnya 👟. Desainnya keren 👍. Ukuran sesuai. Penjualnya ramah banget.;senang
Mantap modelnya 👟.;senang
Noice Desainnya keren 👍. Mantap modelnya 👟.;senang
Semua bagus tapi sayang lagi dapet yang minus cutting ma lem nya tidak rapi di satu sepatu;senang
Terimakasih bos;senang
Sepatunya nyaman Ukuran sesuai;senang
"Mantap modelnya 👟 Desainnya keren 👍  Penjualnya ramah banget
Sedikit masukan aja nih buat aero stret buat pengiriman mending pake buble warp bayar lebih gpp asal box nya aman ga penyok penyok saya sebagai salah satu pengkoleksi box sepatu sangat menyayangkan karena box nya rusak di pengiriman yang chaos";senang
kualitasnya gausah diragukan! udah beberapa kali beli produk aerostreet 😍 LOKAL TAK GENTAR 🔥;sedih
Sepatunya nyaman. Ukuran sesuai. Bahannya berkualitas. Proses pesanan cepat.;senang
Mantap modelnya 👟;senang
Sepatunya nyaman. Desainnya keren 👍. Bahannya berkualitas. Ukuran sesuai. Mantap modelnya 👟. Packaging aman 🙏. Packaging rapi.;senang
oke banget buat harga segini. keren keren;senang
Mantap modelnya 👟. Ukuran sesuai. Bahannya berkualitas. Proses pesanan cepat.;senang
Sepatunya nyaman. Ukuran sesuai. Mantap modelnya 👟.;senang
gokil;senang
Sepatunya nyaman. Proses pesanan cepat. Ukuran sesuai.;senang
"approved by me
gildak, beli deh gabakal nyesel!!!";senang
jooos;netral
Sepatunya nyaman. Desainnya keren 👍. Mantap modelnya 👟. Penjualnya ramah banget. Ukuran sesuai. Bahannya berkualitas. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.;senang
